age,monthly_income,debt_to_income_ratio,credit_score,loan_amount,interest_rate,loan_term,installment,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,loan_paid_back,gender_encoded,marital_status_Divorced,marital_status_Married,marital_status_Single,marital_status_Widowed,education_level_encoded,employment_status_encoded,subgrade,grade_encoded,loan_purpose_Business,loan_purpose_Car,loan_purpose_Debt consolidation,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Other,loan_purpose_Vacation
43,4110.46,0.098,751,4230.27,8.99,36,134.5,4,47106.39,19460.66,0,0,1,0,False,False,True,False,3.0,0,4,2,False,False,True,False,False,False,False,False
45,2031.71,0.203,587,31362.33,15.66,36,1097.35,7,32302.26,19269.29,0,0,1,0,False,True,False,False,2.0,0,2,5,False,False,False,False,False,False,False,True
35,1580.37,0.197,732,14223.92,9.03,36,452.52,2,17971.18,11396.76,4,0,1,0,False,True,False,False,1.0,0,3,3,False,False,False,False,False,False,True,False
66,2338.02,0.041,658,27472.59,11.34,36,903.85,6,34989.57,10672.52,5,0,0,0,False,False,True,False,0.0,4,1,4,False,False,True,False,False,False,False,False
42,2730.37,0.184,549,19036.73,14.88,60,451.68,5,48060.72,34371.9,1,0,1,0,False,False,True,False,1.0,2,4,6,False,True,False,False,False,False,False,False
23,6549.14,0.244,633,17754.13,13.84,60,411.64,8,80464.49,55319.43,1,0,0,1,False,True,False,False,2.0,0,2,4,False,False,True,False,False,False,False,False
75,1168.69,0.419,648,18595.5,13.62,60,429.03,3,20474.32,12622.81,3,0,1,2,False,False,True,False,1.0,2,1,4,False,False,True,False,False,False,False,False
39,1624.29,0.022,626,17791.04,13.16,60,406.26,6,19982.24,8177.47,3,0,1,0,True,False,False,False,1.0,0,1,4,False,False,False,True,False,False,False,False
64,6235.16,0.127,548,1500.7,15.49,36,52.38,1,62472.96,28518.21,3,0,0,0,False,False,True,False,0.0,0,4,6,False,True,False,False,False,False,False,False
54,1430.08,0.241,623,1452.45,13.23,36,49.1,8,27325.52,1736.27,1,1,1,1,False,True,False,False,3.0,0,4,4,False,False,True,False,False,False,False,False
55,982.88,0.303,684,24327.45,8.58,60,500.05,4,16809.12,8987.2,2,1,1,0,False,False,True,False,2.0,0,5,3,False,False,True,False,False,False,False,False
70,12429.21,0.034,734,15778.79,16.24,36,556.61,3,152223.35,77746.62,4,0,1,0,False,False,True,False,1.0,0,3,3,True,False,False,False,False,False,False,False
21,1540.98,0.13,686,15824.83,10.92,36,517.49,6,30618.14,24917.29,5,0,1,0,False,False,True,False,2.0,0,5,3,False,False,True,False,False,False,False,False
72,2738.74,0.152,773,3498.28,9.94,60,74.22,3,27297.55,5232.19,1,0,1,0,False,False,True,False,2.0,0,3,2,False,True,False,False,False,False,False,False
41,2647.24,0.317,705,2933.56,11.84,36,97.21,3,40825.52,18633.77,2,0,0,1,False,False,True,False,1.0,4,3,3,False,False,False,False,False,False,True,False
49,6939.19,0.049,716,27393.29,12.62,36,917.98,3,50648.09,44688.17,2,0,1,1,False,False,True,False,2.0,4,1,3,False,False,True,False,False,False,False,False
26,3174.15,0.235,608,11342.8,13.92,36,387.23,7,37291.73,31482.69,2,0,1,1,False,True,False,False,3.0,0,3,5,False,False,False,False,False,True,False,False
57,3658.98,0.104,675,6154.81,10.48,36,199.99,3,39782.19,19779.7,2,0,1,1,False,False,True,False,2.0,2,4,3,False,False,False,True,False,False,False,False
21,4720.3,0.179,616,26956.36,13.19,36,910.74,3,71047.5,13358.69,3,0,0,1,False,False,False,True,2.0,4,5,4,False,False,False,True,False,False,False,False
71,5014.96,0.179,694,9235.25,12.04,36,306.92,3,48608.39,13140.2,0,0,1,1,False,False,True,False,2.0,2,5,3,True,False,False,False,False,False,False,False
21,5302.65,0.176,558,18318.5,15.71,36,641.4,2,74317.59,29648.02,6,0,1,1,False,True,False,False,1.0,0,3,6,False,True,False,False,False,False,False,False
47,6877.36,0.111,619,13636.4,13.02,36,459.6,5,114485.44,35438.28,4,0,1,0,False,True,False,False,3.0,2,1,4,False,False,False,True,False,False,False,False
41,2010.33,0.279,676,21474.85,13.24,36,726.06,5,24788.85,4417.71,1,0,1,1,True,False,False,False,3.0,1,3,3,False,True,False,False,False,False,False,False
73,1704.79,0.149,678,29930.14,9.35,36,956.65,5,32860.14,22846.99,0,0,1,0,False,False,True,False,2.0,0,4,3,False,False,False,True,False,False,False,False
36,2281.4,0.097,692,24099.49,11.25,36,791.84,7,36273.15,28293.39,5,0,0,0,False,True,False,False,1.0,4,2,3,False,False,True,False,False,False,False,False
64,1918.86,0.218,502,4501.87,18.55,60,115.67,5,24426.85,16240.83,6,0,0,0,False,False,True,False,2.0,3,4,6,False,False,True,False,False,False,False,False
74,4880.8,0.473,635,9508.69,13.12,36,320.94,7,46189.06,3380.0,0,0,1,1,False,False,True,False,1.0,2,4,4,False,True,False,False,False,False,False,False
60,878.34,0.123,702,13366.71,9.76,36,429.8,5,15077.95,14040.46,2,0,1,0,False,True,False,False,3.0,0,2,3,False,True,False,False,False,False,False,False
46,6614.13,0.105,665,29492.8,10.8,60,638.31,3,78294.06,38219.86,4,0,1,0,False,False,True,False,2.0,0,3,4,False,False,True,False,False,False,False,False
36,4019.76,0.135,744,14571.86,14.31,36,500.23,6,33236.14,27288.04,0,0,1,2,False,False,True,False,2.0,0,5,2,False,False,True,False,False,False,False,False
48,1112.15,0.036,608,19243.01,12.65,36,645.13,5,22242.15,8210.61,3,1,1,0,False,False,True,False,0.0,0,4,5,False,False,False,False,False,False,False,True
21,3089.7,0.175,720,2236.92,10.88,60,48.5,9,52532.4,43515.89,1,0,1,0,False,False,True,False,2.0,0,2,3,False,False,True,False,False,False,False,False
56,3697.71,0.077,664,2959.22,14.66,36,102.09,5,38408.85,23831.95,2,0,1,0,False,False,True,False,3.0,0,1,4,False,False,False,False,False,False,True,False
30,5161.63,0.05,479,16921.23,14.98,60,402.38,5,70568.11,49886.13,3,0,1,1,False,True,False,False,2.0,0,4,6,True,False,False,False,False,False,False,False
63,2931.97,0.26,814,6847.72,7.66,36,213.51,4,55415.34,5845.03,2,0,1,1,False,False,True,False,2.0,0,5,1,False,False,False,False,False,False,False,True
37,3024.42,0.092,753,8085.46,10.35,60,173.19,3,56213.86,48692.25,1,0,1,0,False,True,False,False,1.0,4,1,2,False,False,True,False,False,False,False,False
43,2809.39,0.055,593,500.0,13.91,60,11.61,2,29819.61,14972.91,0,0,1,1,False,True,False,False,3.0,0,4,5,False,True,False,False,False,False,False,False
27,5982.35,0.094,797,2436.9,8.47,36,76.89,3,47376.86,12016.55,1,0,1,1,False,True,False,False,3.0,0,2,2,True,False,False,False,False,False,False,False
64,9389.26,0.148,629,24798.16,11.33,36,815.74,7,139805.47,28747.23,2,0,1,0,False,True,False,False,1.0,0,1,4,False,False,True,False,False,False,False,False
73,3620.82,0.166,735,10143.54,13.17,60,231.68,9,34493.21,31351.3,1,0,1,1,False,True,False,False,1.0,2,5,3,True,False,False,False,False,False,False,False
27,2125.5,0.356,766,12199.52,9.56,36,391.13,7,39009.79,21709.56,2,0,1,0,False,True,False,False,3.0,0,1,2,True,False,False,False,False,False,False,False
64,3806.72,0.15,682,14102.48,12.19,36,469.68,5,65478.44,50693.21,1,0,1,0,False,False,True,False,0.0,0,5,3,True,False,False,False,False,False,False,False
35,9353.83,0.528,674,16602.74,9.66,36,533.08,5,93758.82,84787.5,0,0,0,1,True,False,False,False,3.0,0,3,3,False,False,False,False,False,True,False,False
54,3042.56,0.353,747,30281.12,12.76,36,1016.79,5,35661.08,26438.69,3,0,1,1,False,False,False,True,2.0,0,4,2,False,False,False,False,True,False,False,False
66,1982.32,0.084,763,13203.07,9.64,36,423.8,6,39892.54,15713.74,2,0,1,1,False,True,False,False,2.0,0,5,2,False,False,True,False,False,False,False,False
65,7913.21,0.284,850,23145.83,9.05,60,481.03,2,115719.78,108141.45,1,0,1,1,False,False,True,False,1.0,2,5,1,False,False,False,True,False,False,False,False
24,3482.36,0.07,700,20389.41,9.36,36,651.8,5,34895.47,19934.34,2,0,1,1,False,False,True,False,1.0,0,1,3,True,False,False,False,False,False,False,False
34,3219.71,0.334,776,1563.5,9.84,60,33.1,1,31978.79,20600.5,2,0,1,1,False,True,False,False,2.0,2,3,2,False,False,False,True,False,False,False,False
34,1245.64,0.032,744,17780.74,8.94,36,564.93,4,18232.83,1675.56,3,0,1,1,False,True,False,False,0.0,4,3,2,False,False,True,False,False,False,False,False
36,3245.26,0.073,480,10546.05,15.28,60,252.44,4,26341.52,10797.33,3,0,1,1,False,True,False,False,2.0,1,3,6,False,False,True,False,False,False,False,False
27,5113.71,0.151,669,13324.09,12.74,60,301.39,5,68182.28,60586.05,2,0,1,0,False,True,False,False,1.0,0,3,4,False,False,True,False,False,False,False,False
52,2243.75,0.079,591,10822.62,13.94,36,369.58,4,42607.74,39464.41,1,0,1,0,False,True,False,False,2.0,0,4,5,False,False,True,False,False,False,False,False
39,2635.22,0.12,595,27550.64,12.39,36,920.22,7,53763.02,9353.41,3,0,0,0,False,False,True,False,1.0,4,5,5,False,False,False,False,False,False,False,True
22,3102.18,0.119,608,19345.96,12.5,36,647.19,7,44640.1,14307.97,0,0,1,0,False,True,False,False,3.0,2,1,5,False,False,True,False,False,False,False,False
30,3161.8,0.067,702,17167.8,10.07,36,554.52,6,26374.49,13338.47,5,0,1,1,False,False,True,False,2.0,0,2,3,False,False,True,False,False,False,False,False
70,3421.23,0.051,622,2626.69,16.69,36,93.24,4,56554.09,22706.6,2,0,1,0,False,True,False,False,2.0,0,1,4,False,False,True,False,False,False,False,False
37,8646.67,0.272,730,23660.76,11.45,60,519.77,6,101245.01,82312.51,2,0,0,1,False,False,True,False,1.0,2,3,3,False,False,False,False,True,False,False,False
57,2279.02,0.166,706,20360.83,11.08,36,667.36,8,33385.01,10285.67,0,0,1,1,False,False,True,False,3.0,0,1,3,False,False,False,False,True,False,False,False
32,2038.19,0.126,721,3091.78,10.68,36,100.75,5,19110.16,12089.27,1,0,1,0,False,False,True,False,2.0,1,4,3,True,False,False,False,False,False,False,False
26,1858.59,0.083,684,2503.39,14.78,60,59.27,4,29544.5,21720.95,3,0,0,1,True,False,False,False,1.0,4,5,3,False,False,True,False,False,False,False,False
42,2495.53,0.125,608,23927.45,13.91,36,816.74,4,21620.28,18083.19,2,0,1,1,False,True,False,False,2.0,0,4,5,False,False,False,False,False,False,True,False
52,1577.1,0.236,643,16157.7,12.85,60,366.4,5,31812.03,5820.84,2,0,0,0,False,False,True,False,2.0,2,3,4,False,False,False,True,False,False,False,False
61,2648.85,0.17,804,21817.53,10.01,36,704.09,5,36697.86,24118.0,1,0,1,0,False,True,False,False,2.0,0,3,1,True,False,False,False,False,False,False,False
40,4909.84,0.06,731,6271.19,12.38,36,209.43,2,52941.32,28601.4,1,0,1,1,False,True,False,False,2.0,0,5,3,False,False,False,True,False,False,False,False
21,5547.92,0.04,734,20887.84,11.15,36,685.33,5,58826.32,26229.77,4,0,1,1,False,True,False,False,2.0,2,2,3,False,False,False,False,False,True,False,False
74,1610.25,0.194,746,7346.48,5.59,36,222.13,4,19353.18,3976.84,0,0,1,0,False,True,False,False,1.0,0,5,2,False,False,True,False,False,False,False,False
67,2421.68,0.27,687,22792.48,14.18,36,780.99,5,28564.01,1790.34,2,0,1,0,False,False,True,False,2.0,0,4,3,False,False,True,False,False,False,False,False
73,4176.26,0.05,730,33235.83,13.92,36,1134.63,4,29912.48,11781.89,1,0,1,1,False,False,True,False,3.0,0,1,3,False,False,False,False,True,False,False,False
26,2109.08,0.193,567,12074.29,11.21,36,396.5,8,44491.04,26477.7,4,0,1,0,False,False,True,False,1.0,0,3,6,False,False,True,False,False,False,False,False
39,5349.25,0.066,659,16065.12,13.26,60,367.67,0,32941.06,26942.19,3,1,1,0,False,True,False,False,2.0,0,2,4,False,False,False,False,False,True,False,False
38,2724.5,0.209,757,9390.22,11.15,60,204.87,3,36903.33,12932.99,3,0,1,1,False,False,True,False,3.0,0,3,2,False,False,True,False,False,False,False,False
26,1134.0,0.071,694,30842.25,12.26,36,1028.24,5,18983.68,6104.0,0,0,1,0,False,True,False,False,3.0,0,3,3,False,False,False,False,False,False,True,False
65,3781.92,0.09,703,3240.51,12.32,36,108.13,6,59466.9,16500.74,1,1,0,0,False,False,True,False,1.0,4,2,3,False,False,False,True,False,False,False,False
53,4844.0,0.371,617,14336.27,11.76,36,474.53,7,89742.33,21601.41,2,0,0,1,False,False,True,False,2.0,4,4,4,False,False,True,False,False,False,False,False
43,1795.21,0.294,617,12253.6,12.83,36,411.87,2,32176.28,24698.65,0,0,1,0,True,False,False,False,3.0,0,2,4,False,False,True,False,False,False,False,False
43,2222.18,0.036,645,22999.62,10.98,36,752.76,9,48980.12,31959.38,1,0,1,1,True,False,False,False,2.0,0,4,4,False,False,True,False,False,False,False,False
46,2090.2,0.173,698,19545.18,9.96,36,630.3,3,16628.15,15250.35,3,0,1,0,False,False,True,False,2.0,0,1,3,False,False,False,False,False,True,False,False
33,3642.62,0.091,687,5893.92,11.76,60,130.39,2,37190.6,30637.78,3,0,1,0,False,True,False,False,1.0,0,1,3,False,False,False,False,False,False,False,True
27,1858.73,0.114,640,11899.38,14.44,36,409.24,3,29468.92,22592.48,3,0,1,1,False,True,False,False,2.0,0,4,4,False,False,False,False,True,False,False,False
35,2723.62,0.152,645,500.0,14.37,60,11.73,6,26469.39,16413.54,3,0,1,0,False,True,False,False,2.0,0,3,4,False,False,False,False,True,False,False,False
64,1600.03,0.256,682,26118.51,14.82,36,903.11,3,15967.99,5616.53,2,0,0,0,False,False,True,False,1.0,3,5,3,False,False,False,False,False,False,True,False
47,2662.07,0.108,654,7992.66,12.71,60,180.67,2,47521.73,12117.47,0,0,1,1,False,False,True,False,2.0,0,4,4,False,False,True,False,False,False,False,False
46,2932.13,0.082,731,17238.81,12.17,36,573.98,3,48189.64,37139.18,1,0,1,1,False,True,False,False,2.0,0,4,3,False,False,False,False,False,False,True,False
53,2255.01,0.186,843,4628.46,11.56,36,152.76,8,22407.99,20324.03,2,0,1,1,False,True,False,False,1.0,2,4,1,True,False,False,False,False,False,False,False
35,1063.64,0.192,688,11755.62,14.22,60,274.88,1,19725.41,17437.31,1,0,1,0,False,True,False,False,2.0,0,4,3,False,False,False,False,False,True,False,False
56,9720.64,0.444,656,1761.73,14.11,36,60.31,3,150452.21,74615.93,3,0,1,0,False,True,False,False,3.0,0,1,4,True,False,False,False,False,False,False,False
65,3802.29,0.139,654,34968.15,11.32,36,1150.12,3,58721.12,35586.93,1,0,1,0,False,True,False,False,1.0,0,3,4,False,False,True,False,False,False,False,False
75,2078.84,0.081,651,25149.25,10.31,36,815.16,4,35617.81,10492.19,3,0,1,1,False,False,True,False,2.0,0,1,4,True,False,False,False,False,False,False,False
47,3736.05,0.119,598,20530.83,15.31,60,491.77,4,63070.48,43479.49,5,0,1,0,False,False,True,False,1.0,0,4,5,False,False,False,False,True,False,False,False
25,4872.96,0.215,806,16292.21,11.89,36,540.28,9,50587.51,34624.38,0,0,1,1,False,False,True,False,1.0,1,3,1,False,False,True,False,False,False,False,False
22,4015.36,0.112,688,18302.44,11.54,36,603.89,4,63604.49,3746.97,3,0,1,1,False,True,False,False,0.0,0,2,3,False,False,False,False,False,False,True,False
75,4636.22,0.221,721,16528.94,9.59,36,530.17,8,62476.68,16722.43,4,0,1,0,False,False,False,True,2.0,0,4,3,False,False,False,False,False,False,True,False
53,5636.82,0.149,585,16616.37,14.6,36,572.76,4,87238.86,21877.41,1,0,0,1,False,True,False,False,1.0,4,1,5,False,False,True,False,False,False,False,False
36,1859.02,0.284,763,4797.22,5.96,36,145.85,5,21347.85,6410.59,0,0,1,0,False,True,False,False,2.0,0,1,2,False,False,True,False,False,False,False,False
43,2494.42,0.115,734,22288.13,11.51,60,490.29,6,28798.33,3689.2,2,0,1,0,False,True,False,False,1.0,0,1,3,False,True,False,False,False,False,False,False
58,3172.8,0.077,692,500.0,10.35,36,16.22,4,28472.31,16770.54,2,0,1,0,False,False,True,False,2.0,0,4,3,False,False,False,False,False,False,True,False
75,3855.5,0.347,761,17862.69,12.1,36,594.15,6,31509.0,12293.92,0,0,1,0,False,False,True,False,1.0,0,3,2,False,False,False,True,False,False,False,False
36,3648.57,0.169,741,10252.72,12.32,60,229.73,5,62490.61,33928.94,4,0,1,1,False,False,True,False,3.0,0,1,2,False,False,True,False,False,False,False,False
34,852.86,0.054,640,25780.8,8.38,36,812.4,3,15697.69,4004.96,2,0,1,2,False,True,False,False,1.0,2,3,4,False,False,False,False,False,False,True,False
49,16661.16,0.247,553,20717.84,16.84,60,513.11,5,163220.29,130410.92,3,0,0,0,False,True,False,False,2.0,2,5,6,False,False,False,False,True,False,False,False
46,8241.01,0.161,688,24570.31,10.41,36,797.55,4,70590.29,26503.98,1,0,1,0,False,False,True,False,2.0,0,1,3,True,False,False,False,False,False,False,False
55,2169.28,0.252,716,4488.69,8.36,36,141.41,6,29618.51,6040.18,2,0,0,1,False,True,False,False,1.0,2,1,3,True,False,False,False,False,False,False,False
35,4533.34,0.1,678,15429.81,11.65,36,509.91,4,51073.66,46506.92,1,0,0,0,False,True,False,False,1.0,3,3,3,False,False,True,False,False,False,False,False
23,1988.86,0.127,634,18266.94,11.66,36,603.76,2,34491.75,3930.13,1,0,1,0,False,False,True,False,2.0,0,2,4,False,False,False,False,True,False,False,False
43,1640.12,0.173,679,18176.03,11.09,36,595.83,5,31807.15,18065.9,4,0,1,1,False,True,False,False,1.0,0,3,3,False,True,False,False,False,False,False,False
49,1775.34,0.229,672,18700.32,11.47,36,616.4,6,22976.95,3049.26,3,0,0,0,False,False,True,False,3.0,0,1,3,False,False,False,True,False,False,False,False
54,2275.0,0.116,684,6144.3,11.79,36,203.46,5,40562.95,38104.09,1,0,1,0,False,True,False,False,2.0,0,5,3,False,False,True,False,False,False,False,False
53,3968.1,0.072,832,7451.0,7.87,60,150.62,2,61416.74,39074.83,3,0,1,1,False,True,False,False,2.0,0,2,1,False,False,True,False,False,False,False,False
61,4090.25,0.241,729,500.0,14.32,60,11.72,7,63556.61,53801.05,2,0,1,1,False,False,True,False,3.0,0,2,3,False,False,True,False,False,False,False,False
61,2665.82,0.071,770,6442.21,8.99,36,204.83,3,47173.7,25211.55,0,0,1,0,False,True,False,False,1.0,1,5,2,False,False,True,False,False,False,False,False
43,1154.1,0.174,732,13732.9,14.22,36,470.83,9,21788.18,7474.16,5,0,1,1,False,False,True,False,2.0,0,2,3,False,False,True,False,False,False,False,False
27,3948.66,0.314,806,17670.93,12.38,36,590.14,7,67691.9,49635.85,4,0,1,0,False,False,True,False,2.0,0,1,1,False,False,True,False,False,False,False,False
23,6987.29,0.171,687,3653.56,13.64,36,124.23,3,117917.1,47118.27,2,0,1,0,False,True,False,False,3.0,0,4,3,False,False,True,False,False,False,False,False
52,2651.83,0.261,739,16064.73,14.53,60,378.23,9,36486.56,2307.42,4,0,1,1,False,True,False,False,1.0,0,4,3,False,False,False,False,False,False,False,True
51,2909.5,0.357,594,19262.77,11.75,36,637.5,0,37698.74,3601.94,2,0,1,0,False,False,True,False,3.0,0,4,5,False,False,True,False,False,False,False,False
38,10636.8,0.155,706,22542.88,11.89,36,747.56,1,122776.97,58091.83,1,0,1,0,False,False,True,False,1.0,0,3,3,False,False,False,False,False,True,False,False
63,5111.02,0.176,635,500.0,10.03,36,16.14,3,67470.8,51655.03,2,0,1,0,False,True,False,False,1.0,0,1,4,False,False,True,False,False,False,False,False
27,1723.02,0.12,669,9204.39,13.35,60,211.08,7,20990.92,12723.21,3,0,1,0,False,False,True,False,1.0,0,2,4,False,False,False,False,True,False,False,False
61,1553.18,0.212,762,28759.07,10.46,36,934.2,5,23090.6,3760.56,0,0,1,0,False,False,True,False,2.0,0,1,2,False,False,True,False,False,False,False,False
21,1448.8,0.203,736,3388.54,10.57,36,110.25,5,17516.07,11586.02,1,0,1,1,False,False,True,False,2.0,0,2,3,False,False,False,False,False,True,False,False
34,3799.96,0.444,744,12318.87,11.56,36,406.58,4,50647.76,8628.32,2,0,1,1,False,True,False,False,2.0,0,2,2,False,False,False,False,False,True,False,False
72,7918.3,0.108,539,22727.4,19.16,36,834.94,6,147570.53,91347.51,1,0,1,1,True,False,False,False,0.0,0,4,6,False,False,False,False,True,False,False,False
52,4266.58,0.153,767,20500.76,12.48,36,685.63,5,79406.35,24096.17,2,0,1,1,False,False,True,False,1.0,0,2,2,False,False,True,False,False,False,False,False
26,1700.01,0.223,587,21816.96,12.18,60,487.29,8,21080.33,1905.39,6,0,0,0,False,True,False,False,3.0,4,4,5,False,False,True,False,False,False,False,False
59,5057.12,0.17,722,10425.85,9.95,36,336.17,8,73892.55,64974.61,1,0,1,1,False,False,True,False,2.0,0,4,3,False,False,False,True,False,False,False,False
30,1878.42,0.117,578,4028.0,13.78,36,137.24,5,25083.74,8121.96,1,0,1,0,False,True,False,False,2.0,0,4,6,False,False,True,False,False,False,False,False
27,13534.68,0.135,579,25810.9,14.72,36,891.21,3,105497.59,95559.0,2,0,1,1,False,False,True,False,1.0,0,3,6,False,False,False,False,False,False,True,False
46,2163.45,0.326,666,8331.84,10.73,36,271.71,7,24708.56,21069.23,3,0,1,1,False,False,True,False,2.0,1,1,4,False,False,False,False,False,False,True,False
54,1594.71,0.067,590,22720.4,12.17,36,756.49,3,14412.03,6799.25,3,0,1,0,False,True,False,False,2.0,0,1,5,True,False,False,False,False,False,False,False
50,3634.6,0.144,696,26816.59,7.22,60,533.79,6,57901.51,12463.89,0,0,1,1,False,False,True,False,3.0,0,4,3,False,False,True,False,False,False,False,False
56,5161.85,0.034,697,8093.49,11.99,36,268.78,5,48864.74,8205.03,1,0,1,0,False,False,True,False,0.0,0,5,3,False,False,True,False,False,False,False,False
41,3766.67,0.093,623,12487.59,14.19,60,291.8,4,56130.23,44413.91,2,0,1,1,True,False,False,False,1.0,0,1,4,False,False,False,True,False,False,False,False
37,3680.1,0.264,589,29527.6,13.12,36,996.61,5,69756.35,54682.36,2,0,0,0,False,False,False,True,1.0,0,5,5,False,False,False,True,False,False,False,False
53,4541.07,0.277,635,23893.84,14.26,36,819.66,8,85145.33,17213.44,2,0,1,0,False,False,True,False,2.0,0,3,4,False,False,True,False,False,False,False,False
30,3183.93,0.026,740,19729.93,9.68,36,633.67,3,55891.77,52526.29,4,0,1,0,False,True,False,False,2.0,0,4,2,True,False,False,False,False,False,False,False
71,3856.11,0.092,708,19056.93,14.6,36,656.89,7,31676.64,24365.03,2,0,0,1,False,True,False,False,2.0,4,3,3,False,False,False,False,False,False,True,False
67,4891.42,0.149,708,9948.4,14.81,36,343.94,4,80217.43,44207.15,2,0,1,0,False,True,False,False,0.0,0,3,3,False,False,True,False,False,False,False,False
62,1451.4,0.397,738,27973.39,10.06,36,903.41,9,25108.67,21953.29,1,0,1,0,True,False,False,False,3.0,0,1,3,False,True,False,False,False,False,False,False
71,2608.34,0.293,642,8181.05,10.71,60,176.69,4,38987.79,6301.84,0,0,0,0,False,True,False,False,0.0,4,3,4,False,True,False,False,False,False,False,False
32,4656.12,0.299,559,24284.57,13.93,36,829.16,5,55968.13,29295.73,2,0,1,1,False,True,False,False,2.0,0,3,6,False,False,False,False,False,True,False,False
36,1216.98,0.324,571,17241.97,15.89,36,605.24,8,17678.36,16428.31,3,0,1,1,False,False,True,False,2.0,2,3,6,False,False,False,False,False,False,True,False
61,3732.99,0.137,592,1529.89,11.67,60,33.78,4,53671.23,50682.07,3,0,0,1,False,False,True,False,2.0,0,3,5,False,False,False,False,False,False,True,False
52,2263.72,0.278,682,26887.31,12.32,60,602.45,6,37532.08,35631.32,0,0,0,1,False,True,False,False,2.0,0,5,3,False,False,True,False,False,False,False,False
35,2604.56,0.151,669,26047.21,12.43,36,870.5,4,37301.91,27647.72,2,0,1,0,False,False,True,False,3.0,0,4,4,False,False,False,False,True,False,False,False
47,3082.34,0.017,758,11742.39,12.12,36,390.69,4,40627.89,16948.0,3,0,1,1,False,False,True,False,2.0,0,2,2,True,False,False,False,False,False,False,False
48,1176.88,0.15,630,12170.8,7.64,36,379.37,10,26012.69,8220.27,2,0,0,1,False,False,True,False,2.0,4,2,4,False,False,True,False,False,False,False,False
37,2155.26,0.076,667,17606.36,16.65,36,624.65,6,40346.6,22046.86,3,0,1,0,False,False,True,False,1.0,2,5,4,False,False,False,False,False,False,False,True
66,6655.21,0.191,628,7414.25,12.99,36,249.78,6,49332.83,44473.92,4,0,1,0,False,False,True,False,2.0,0,5,4,False,False,False,False,False,False,True,False
70,932.54,0.093,657,16870.52,11.22,60,368.66,3,11872.63,10948.03,2,0,0,0,False,False,True,False,2.0,4,3,4,False,False,True,False,False,False,False,False
22,7963.5,0.062,673,17919.06,13.41,36,607.31,8,121358.67,77736.53,5,0,0,0,False,False,True,False,2.0,4,4,3,False,False,True,False,False,False,False,False
56,2144.52,0.044,750,14368.17,12.62,60,324.13,7,42145.56,31816.83,0,0,1,1,False,True,False,False,2.0,0,3,2,False,False,False,False,False,False,True,False
70,2133.16,0.233,746,16749.65,14.34,36,575.23,2,18057.42,14608.17,3,0,1,0,False,True,False,False,1.0,0,4,2,False,False,True,False,False,False,False,False
27,3207.08,0.053,633,12338.7,11.85,36,408.94,2,41741.66,8152.92,1,1,0,1,False,False,True,False,3.0,4,3,4,False,False,True,False,False,False,False,False
33,7183.61,0.211,584,9022.2,17.25,36,322.79,5,112684.06,83791.76,3,0,1,1,True,False,False,False,3.0,0,1,5,False,False,False,True,False,False,False,False
35,1351.26,0.104,608,13712.03,12.19,60,306.33,5,26440.82,4534.84,2,0,1,1,False,True,False,False,1.0,0,2,5,False,False,True,False,False,False,False,False
45,2200.04,0.153,574,33535.45,11.4,60,735.85,7,44907.99,24496.26,5,0,1,1,False,True,False,False,2.0,0,4,6,False,False,False,True,False,False,False,False
43,4705.1,0.049,756,8194.4,8.37,60,167.61,6,88165.93,76317.54,1,1,1,1,True,False,False,False,2.0,0,2,2,True,False,False,False,False,False,False,False
42,4814.71,0.135,780,13440.89,6.56,36,412.32,4,82820.42,26253.99,2,0,1,1,False,False,True,False,2.0,0,1,2,True,False,False,False,False,False,False,False
46,8946.82,0.049,674,1826.09,14.8,60,43.25,5,71041.96,25093.78,0,0,0,0,False,False,True,False,2.0,4,2,3,True,False,False,False,False,False,False,False
53,1577.91,0.107,687,11048.48,13.75,36,376.27,8,33366.22,10866.07,2,0,1,0,False,False,True,False,3.0,0,5,3,True,False,False,False,False,False,False,False
31,1491.39,0.132,621,21011.32,13.68,60,485.42,2,11885.68,4130.62,1,0,1,0,False,False,True,False,1.0,0,3,4,False,False,False,False,True,False,False,False
30,4985.34,0.133,657,500.0,14.45,36,17.2,9,68510.72,3758.27,1,0,1,0,False,False,True,False,2.0,0,4,4,False,False,False,False,False,False,True,False
45,2037.38,0.139,656,15895.56,7.36,36,493.43,4,36627.85,30478.39,1,0,0,1,False,True,False,False,1.0,0,1,4,False,False,True,False,False,False,False,False
57,3951.92,0.128,738,3942.53,11.73,36,130.44,4,56286.4,18587.4,2,0,1,1,False,False,True,False,1.0,0,2,3,False,False,True,False,False,False,False,False
68,4638.1,0.143,651,20274.89,11.87,36,672.16,0,62192.04,5447.81,1,1,1,1,False,False,False,True,2.0,1,5,4,True,False,False,False,False,False,False,False
63,1132.35,0.228,677,6317.45,10.31,36,204.77,4,20992.59,1059.99,2,0,1,1,False,True,False,False,1.0,2,2,3,True,False,False,False,False,False,False,False
73,9111.87,0.255,692,18549.59,8.69,36,587.2,5,166199.4,156775.5,2,0,1,0,False,True,False,False,1.0,2,4,3,False,False,False,False,True,False,False,False
